ob,r,d,dToCritical,dToDesirable,hasLM,Label
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
PICKUP PLACE_0_0 KEY_1,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.16,7,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.09,8,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.12,11,7,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.03,0.08,10,6,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.12,0.12,10,6,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.12,0.12,9,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.02,0.17,8,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.02,0.25,9,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.16,7,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.09,8,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.12,11,7,0.4,N
MOVE PLACE_2_2 PLACE_1_2,0.08,0.1,12,10,0.4,N
UNLOCK PLACE_1_2 PLACE_1_1 KEY_1 SHAPE_1,0.16,0.18,11,11,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.07,0.18,10,4,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.02,7,13,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.02,8,13,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.02,9,14,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.02,0.03,10,15,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.01,0.01,11,17,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.01,0.01,12,17,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.18,0.01,3,12,0.6,N
PICKUP PLACE_0_0 KEY_1,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.21,6,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.09,-1,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.12,-1,7,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.08,-1,6,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.12,-1,6,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.12,-1,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.17,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.25,-1,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
PICKUP PLACE_0_0 KEY_1,0.17,0.03,4,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.2,2,8,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.37,3,7,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.17,-1,5,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.23,-1,4,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.1,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.12,-1,4,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.12,-1,3,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.17,-1,2,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.33,-1,1,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.18,0.01,3,12,0.6,N
PICKUP PLACE_0_0 KEY_1,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.2,2,8,0.4,N
MOVE PLACE_1_0 PLACE_0_0,0.5,0.11,1,10,0.6,N
MOVE PLACE_0_0 PLACE_0_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_0_1 PLACE_0_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.18,0.01,3,12,0.6,N
PICKUP PLACE_0_0 KEY_1,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.2,2,8,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.37,3,7,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.12,0.34,4,7,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.12,0.34,5,7,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.12,-1,5,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.12,-1,4,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.12,-1,3,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.17,-1,2,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.33,-1,1,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.03,0.03,9,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.02,0.1,8,11,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.04,9,12,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.02,0.05,12,13,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.02,0.03,11,13,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.06,0.06,11,13,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.06,10,12,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.01,0.07,9,9,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.01,0.09,10,10,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_0_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_0_1 PLACE_0_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
PICKUP PLACE_0_0 KEY_1,0.17,0.03,4,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.2,2,8,0.4,N
MOVE PLACE_1_0 PLACE_0_0,0.5,0.11,1,10,0.6,N
MOVE PLACE_0_0 PLACE_0_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_0_1 PLACE_0_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.21,6,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.09,-1,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.12,-1,7,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.08,-1,6,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.12,-1,6,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.12,-1,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.17,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.25,-1,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.2,2,8,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.17,0.37,3,7,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.12,0.34,4,7,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.12,0.34,5,7,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.12,-1,5,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.12,-1,4,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.12,-1,3,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.17,-1,2,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.33,-1,1,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.33,0.2,2,8,0.4,N
MOVE PLACE_1_0 PLACE_0_0,0.5,0.11,1,10,0.6,N
MOVE PLACE_0_0 PLACE_0_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_0_1 PLACE_0_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.21,6,10,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.07,0.17,6,8,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.07,0.17,6,8,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.34,6,8,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.12,-1,6,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.12,-1,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.17,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.25,-1,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
PICKUP PLACE_0_0 KEY_1,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.09,0.09,7,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.28,7,7,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.05,0.25,7,7,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.05,0.25,7,7,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.12,6,5,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.06,0.12,7,4,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.44,0.12,8,3,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.21,0.17,7,2,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.08,0.33,6,1,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.16,7,10,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.04,0.11,7,8,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.04,0.11,7,8,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.28,7,8,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.04,0.12,8,6,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.12,0.12,9,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.02,0.17,8,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.02,0.25,9,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.16,7,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.09,8,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.12,11,7,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.03,0.08,10,6,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.02,0.09,11,7,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.03,0.03,9,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.02,0.1,8,11,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.04,9,12,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.02,0.05,12,13,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.02,0.03,11,13,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.01,0.03,12,14,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
PICKUP PLACE_0_0 KEY_1,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.16,7,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.09,8,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.12,11,7,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.03,0.08,10,6,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.02,0.09,11,7,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.03,6,12,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.03,7,13,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.04,8,14,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.02,0.06,9,14,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.01,0.01,10,16,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.01,0.02,11,17,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.09,0.09,7,10,0.4,N
MOVE PLACE_1_0 PLACE_0_0,0.5,0.11,2,11,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.5,0.11,1,10,0.6,N
MOVE PLACE_0_0 PLACE_0_1,1.0,0.0,0,-1,0.4,Y
MOVE PLACE_0_1 PLACE_0_2,0.0,1.0,-1,1,0.4,N
MOVE PLACE_0_2 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.16,7,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.09,8,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.12,11,7,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.03,0.08,10,6,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.12,0.12,10,6,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.12,0.12,9,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.02,0.17,8,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.02,0.25,9,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
PICKUP PLACE_0_0 KEY_1,0.17,0.03,4,10,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.21,6,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.0,0.09,-1,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.0,0.12,-1,7,0.4,N
MOVE PLACE_2_2 PLACE_2_3,0.0,0.08,-1,6,0.4,N
MOVE PLACE_2_3 PLACE_3_3,0.0,0.12,-1,6,0.4,N
UNLOCK PLACE_3_3 PLACE_3_2 KEY_1 SHAPE_1,0.0,0.12,-1,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.17,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.25,-1,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.03,0.03,9,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.02,0.1,8,11,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.02,0.04,9,12,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.02,0.05,12,13,0.4,N
MOVE PLACE_2_2 PLACE_1_2,0.04,0.04,13,14,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.01,0.03,12,14,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.16,7,10,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.09,8,8,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.05,0.12,11,7,0.4,N
MOVE PLACE_2_2 PLACE_1_2,0.08,0.1,12,10,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.02,0.09,11,7,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
PICKUP PLACE_0_0 KEY_1,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.04,0.16,7,10,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.04,0.11,7,8,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.04,0.11,7,8,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.28,7,8,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.04,0.12,8,6,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.12,0.12,9,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.02,0.17,8,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.02,0.25,9,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.03,0.03,9,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.02,0.1,8,11,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.02,0.06,8,11,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.02,0.06,8,11,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.04,0.15,8,10,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.02,0.06,9,10,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.06,0.06,10,12,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.01,0.07,9,9,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.01,0.09,10,10,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.03,0.03,9,11,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.04,0.06,8,11,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.03,0.15,8,10,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.02,0.17,8,8,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.02,0.17,8,8,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.03,0.08,7,8,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.03,0.08,8,8,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.22,0.2,9,11,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.1,0.12,8,9,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.04,0.19,7,6,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.07,0.03,6,12,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.03,7,13,0.4,N
MOVE PLACE_2_0 PLACE_2_1,0.03,0.04,8,14,0.4,N
MOVE PLACE_2_1 PLACE_2_2,0.02,0.06,9,14,0.4,N
MOVE PLACE_2_2 PLACE_1_2,0.02,0.03,12,18,0.4,N
MOVE PLACE_1_2 PLACE_1_3,0.01,0.02,11,17,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_0,0.09,0.02,5,11,0.6,N
UNLOCK PLACE_0_0 PLACE_0_1 KEY_0 SHAPE_0,0.18,0.01,3,12,0.6,N
PICKUP PLACE_0_0 KEY_1,0.29,0.02,3,11,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.22,0.06,3,9,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.08,0.21,6,10,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.07,0.17,6,8,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.07,0.17,6,8,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.08,0.34,6,8,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.0,0.12,-1,6,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.0,0.12,-1,5,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.0,0.17,-1,4,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.0,0.25,-1,3,0.4,N
MOVE PLACE_1_3 PLACE_0_3,0.0,1.0,-1,0,0.4,N
PICKUP PLACE_0_0 KEY_1,0.14,0.02,6,11,0.6,N
PICKUP PLACE_0_0 KEY_0,0.17,0.03,4,10,0.6,N
MOVE PLACE_0_0 PLACE_1_0,0.05,0.04,8,11,0.4,N
UNLOCK PLACE_1_0 PLACE_1_1 KEY_1 SHAPE_1,0.09,0.09,7,10,0.4,N
MOVE PLACE_1_0 PLACE_2_0,0.05,0.28,7,7,0.4,N
MOVE PLACE_2_0 PLACE_3_0,0.05,0.25,7,7,0.4,N
MOVE PLACE_3_0 PLACE_3_1,0.05,0.25,7,7,0.4,N
UNLOCK PLACE_3_1 PLACE_3_2 KEY_1 SHAPE_1,0.06,0.12,6,5,0.4,N
MOVE PLACE_3_1 PLACE_3_2,0.06,0.12,7,4,0.4,N
MOVE PLACE_3_2 PLACE_3_3,0.44,0.12,8,3,0.4,N
MOVE PLACE_3_3 PLACE_2_3,0.21,0.17,7,2,0.4,N
MOVE PLACE_2_3 PLACE_1_3,0.08,0.33,6,1,0.4,N
